142|4/16/2018 11:18:53 AM|Sarah|$114.05
143|4/16/2018 11:19:04 AM|Sarah|$21.06
144|4/16/2018 11:19:18 AM|Sarah|$243.77
145|4/16/2018 11:25:49 AM|Chuck|$67.04
146|4/16/2018 11:25:55 AM|Chuck|$8.22
147|4/16/2018 11:26:17 AM|Chuck|$243.77
148|4/16/2018 11:28:27 AM|Chuck|$112.51
149|4/16/2018 11:28:33 AM|Chuck|$23.89
150|4/16/2018 11:28:38 AM|Chuck|$5.65
151|4/16/2018 11:30:55 AM|Chuck|$64.99
152|4/16/2018 11:31:07 AM|Chuck|$18.75
153|4/16/2018 11:31:21 AM|Chuck|$5.65
154|4/16/2018 11:31:40 AM|Chuck|$117.91
155|4/16/2018 11:33:19 AM|Chuck|$217.83
156|4/16/2018 11:33:26 AM|Chuck|$6.17
157|4/16/2018 11:33:31 AM|Chuck|$168.77
158|4/16/2018 11:33:44 AM|Chuck|$2.31
159|4/16/2018 12:22:04 PM|Chuck|$5.65
160|4/16/2018 2:52:05 PM|Sarah|$13.87
161|4/17/2018 6:50:31 AM|Chuck|$44.44
162|4/17/2018 6:50:39 AM|Chuck|$0.00
163|4/17/2018 6:51:27 AM|Chuck|$28.26
164|4/17/2018 6:51:38 AM|Chuck|$28.26
165|4/17/2018 8:39:26 AM|Chuck|$8.22
166|4/17/2018 1:39:51 PM|Sammy|$5.65
167|4/17/2018 10:37:22 PM|Sarah|$0.00
168|4/18/2018 8:40:20 AM|Sammy|$8.22
169|4/19/2018 11:46:33 AM|JR|$5.65
170|4/19/2018 11:52:34 AM|JR|$2.57
171|4/19/2018 11:52:53 AM|JR|$2.57
172|4/19/2018 11:54:17 AM|JR|$11.56
173|4/19/2018 10:35:11 PM|JR|$38.53
174|4/19/2018 10:35:26 PM|JR|$38.53
175|4/19/2018 10:52:35 PM|JR|$5.65
176|4/19/2018 10:52:45 PM|JR|$3.34
177|4/19/2018 10:53:33 PM|JR|$5.65
178|4/19/2018 11:02:03 PM|JR|$47.27
179|4/19/2018 11:04:13 PM|JR|$50.86
180|4/19/2018 11:04:22 PM|JR|$18.75
181|4/19/2018 11:04:30 PM|JR|$2.31
182|4/19/2018 11:04:33 PM|JR|$3.34
183|4/19/2018 11:04:37 PM|JR|$2.57
184|4/19/2018 11:04:40 PM|JR|$3.60
185|4/19/2018 11:04:44 PM|JR|$3.34
186|4/19/2018 11:05:58 PM|JR|$5.65
187|4/19/2018 11:06:03 PM|JR|$5.65
188|4/19/2018 11:10:28 PM|JR|$44.44
189|4/19/2018 11:10:54 PM|JR|$36.22
190|4/19/2018 11:10:58 PM|JR|$30.31
191|4/19/2018 11:21:31 PM|JR|$5.65
192|4/19/2018 11:22:46 PM|JR|$44.44
193|4/19/2018 11:22:59 PM|JR|$202.42
194|4/19/2018 11:23:06 PM|JR|$131.26
195|4/19/2018 11:23:14 PM|JR|$52.15
196|4/19/2018 11:49:18 PM|Ray|$52.92
197|4/19/2018 11:49:26 PM|Ray|$30.83
198|4/19/2018 11:49:44 PM|Ray|$30.83
199|4/19/2018 11:49:52 PM|Ray|$38.53
200|4/20/2018 12:03:06 AM|JR|$47.01
201|4/20/2018 12:03:13 AM|JR|$30.83
202|4/20/2018 12:03:29 AM|JR|$136.40
203|4/20/2018 12:03:41 AM|JR|$450.05
204|4/20/2018 12:04:06 AM|JR|$450.05
205|4/20/2018 12:05:57 AM|JR|$25.69
206|4/20/2018 12:06:04 AM|JR|$204.22
207|4/20/2018 12:06:12 AM|JR|$28.26
208|4/20/2018 12:06:18 AM|JR|$28.26
209|4/20/2018 12:06:35 AM|JR|$627.55
210|4/20/2018 12:06:47 AM|JR|$204.22
211|4/20/2018 12:06:51 AM|JR|$204.22
212|4/20/2018 12:07:01 AM|JR|$3.60
213|4/20/2018 12:07:04 AM|JR|$5.65
214|4/20/2018 12:07:07 AM|JR|$4.62
215|4/20/2018 12:08:22 AM|JR|$44.44
216|4/20/2018 12:08:26 AM|JR|$11.82
217|4/20/2018 12:08:33 AM|JR|$44.44
218|4/20/2018 12:08:37 AM|JR|$3.60
219|4/20/2018 12:08:40 AM|JR|$2.31
220|4/20/2018 12:09:18 AM|JR|$5.65
221|4/20/2018 12:09:21 AM|JR|$3.34
222|4/20/2018 12:09:25 AM|JR|$44.44
223|4/20/2018 12:09:37 AM|JR|$158.49
224|4/20/2018 12:09:49 AM|JR|$8.99
225|4/20/2018 12:10:09 AM|JR|$30.31
226|4/20/2018 12:12:34 AM|JR|$44.44
227|4/20/2018 12:12:38 AM|JR|$5.65
228|4/20/2018 12:12:41 AM|JR|$3.34
229|4/20/2018 12:12:46 AM|JR|$4.62
230|4/20/2018 12:12:55 AM|JR|$44.44
231|4/20/2018 12:13:22 AM|JR|$356.29
232|4/20/2018 12:13:45 AM|JR|$3.34
233|4/20/2018 12:13:52 AM|JR|$150.02
234|4/20/2018 12:14:16 AM|JR|$97.36
235|4/20/2018 12:14:24 AM|JR|$155.92
236|4/20/2018 12:14:30 AM|JR|$47.01
237|4/20/2018 12:15:11 AM|JR|$183.15
238|4/20/2018 12:19:39 AM|Ray|$44.44
239|4/20/2018 12:19:56 AM|Ray|$81.94
240|4/20/2018 12:20:02 AM|Ray|$24.92
241|4/20/2018 12:20:19 AM|Ray|$85.54
242|4/20/2018 12:20:37 AM|Ray|$198.05
243|4/20/2018 12:51:04 PM|Ray|$83.48
244|4/20/2018 1:11:06 PM|Odin|$13.61
245|4/20/2018 1:14:23 PM|Riad|$69.36
246|4/20/2018 2:38:59 PM|Odin|$27.74
247|4/20/2018 2:41:36 PM|Riad|$143.08
248|11/30/2018 1:06:05 PM|James|$63.19
